4.396909516,7.867796034,6.798147069,4.076332611,6.53907363,7.405930816,7.439460522,6.441393737,7.937608733,8.183659715,8.218653256,7.224533963,6.346174023,7.102421634,6.581758796,1,1,0,3,0,0,40,12,0,11.833,0
6.475839764,6.263831722,4.333416348,5.584350713,4.628679214,6.598637095,4.393929884,5.960983177,7.17608044,7.22719563,5.08126587,5.347263802,5.580267465,7.309780372,7.82514512,1,1,0,3,1,1,51,26,0,11.833,0
3.771152182,7.805749018,6.73648467,6.310445558,5.087728747,6.524579815,5.473762234,6.623901082,8.691475806,8.611198889,8.893668441,7.286305258,7.199002828,6.370803921,7.839142273,1,0,1,3,1,1,80,24,2,3.583,0
5.384567335,7.891072388,5.935467627,6.978214328,5.82701149,6.097834514,5.71577881,4.904931845,6.541978588,7.111832777,7.578141923,6.277225312,4.837365684,7.453566741,7.919497189,1,1,0,2,1,1,74,20,0,11.667,0
3.753437997,7.905003865,6.383082766,6.707378325,5.923962169,6.725410824,7.516254189,6.558734567,8.14432324,8.654356392,7.99546991,6.873416973,5.554793843,6.821320092,7.461556382,1,1,0,3,1,1,41,33,0,7.167,1
3.882880838,8.077510265,7.420718223,6.280240145,6.588991065,6.790445458,8.992603582,6.600447395,7.896034149,8.401484903,8.33482441,7.87617384,6.049553159,6.669215304,7.815643604,1,1,0,3,1,1,57,22,0,4.667,1
5.873741783,7.665481712,7.239919214,4.834536643,5.904799313,7.848800385,7.455237714,6.408497262,7.702424905,8.613865069,8.379393842,7.386473364,5.090069422,6.717315158,7.217790458,1,1,0,2,0,0,68,6,0,11.5,0
3.901061333,7.327490475,7.161376925,6.417738825,6.308368937,7.995490205,7.827537413,6.971007186,8.036325692,8.742193364,9.254848297,7.81532325,6.629349394,6.808596581,7.281690312,1,1,0,3,0,0,93,29,2,2.167,0
6.752298941,5.297962264,5.867592784,6.347697589,6.117911484,5.910043413,5.764397857,6.21552547,7.478095568,7.016007159,7.538069076,6.70517796,5.396085842,7.2522105,7.641422388,1,0,1,2,1,1,40,21,0,11.5,0
4.07113879,7.659368366,7.529112889,6.30379245,6.496267386,7.534613144,8.483837634,5.830848303,7.786019989,8.735468954,9.088335769,7.380900468,6.516867256,7.056524533,7.234023432,1,1,0,3,0,0,71,24,1,5.083,0
4.437616117,5.494455058,6.929280945,5.558331641,5.479123278,7.67796725,6.395135279,6.442440817,8.256695873,8.640211437,7.123514501,6.723457355,5.938710012,7.023220171,7.155444262,1,1,0,3,0,0,71,18,0,11.417,0
4.886623506,7.960773683,7.418568098,5.536871935,6.692970711,4.911327023,8.090921246,6.444849452,7.97587026,8.579700369,7.840856043,7.449085544,6.348655324,7.036064203,7.601747725,1,0,1,2,1,1,57,14,1,11.417,0
3.963731955,8.096238265,6.4479012,6.126560054,6.561752085,7.494286919,7.596312536,6.962562112,7.642122553,8.761560309,8.191223301,7.418846056,6.0623448,7.107760317,7.583134726,1,1,0,2,0,0,62,23,0,11.333,0
4.618430046,7.900149185,6.362965957,6.557236584,6.339569161,7.75757057,7.49275517,5.022285535,8.313097363,8.502298299,8.087244714,7.483240581,5.874969332,7.099170882,8.59291242,1,0,1,2,1,1,86,46,1,1.417,1
4.511620147,7.473676047,8.080973547,6.137515378,6.776531314,8.381134237,7.879849387,7.257438855,7.955675623,8.761340889,9.144705203,7.987216431,6.45166271,5.167984847,8.358944253,1,1,0,2,1,1,29,23,1,0,1
3.99811843,7.307131087,6.171641621,6.796562849,6.403937599,7.02604725,4.981049408,7.039060102,7.894454926,7.288460637,7.761632411,6.994224039,5.76747521,7.506980096,7.046023801,1,1,0,3,1,0,77,22,1,3.583,0
3.875430094,7.742302615,6.676566763,6.240451347,6.6525807,6.892956758,7.492812798,6.126802489,7.664918899,8.468940362,8.136618171,7.74544101,6.257682417,6.847188036,7.618161529,1,1,0,1,1,1,61,31,1,4.167,1
3.879009594,7.942634995,7.511375947,6.599435507,6.431858388,7.264742841,8.355554709,6.532490164,8.213485906,8.901081302,8.911533636,7.876893105,6.997190841,7.157778269,8.535965005,1,1,0,2,1,1,67,22,2,0.083,0
3.871615525,7.346242958,7.059112822,6.332155806,4.216037555,7.010835341,6.669768571,6.382014602,8.127846094,8.260830435,7.677373441,6.897644773,6.307877931,7.10865954,7.687039342,1,0,1,2,1,1,70,18,0,10.083,0
4.602532663,6.987642767,7.413643071,6.677878021,6.42729019,6.522436543,8.097105427,6.750145572,7.937159158,8.923267998,7.502482311,7.890291411,6.131304569,6.945844367,7.911675607,1,0,1,3,1,1,50,65,1,1.167,1
3.786550098,7.353809161,6.944224715,6.43384729,6.135990254,6.270649318,7.465788387,6.385332019,7.515720428,8.256862768,8.206865302,7.474693028,6.229509195,6.928243858,7.992571739,1,1,0,3,1,1,28,45,1,10.75,0
4.080117921,7.888524216,6.50236884,4.85653724,5.767437482,7.112594053,7.283466379,6.359245612,8.0948607,8.395300715,7.610175708,6.979485326,5.646837077,6.896896895,8.192302516,1,0,1,2,1,1,68,22,0,10.667,0
3.882076653,8.277322301,6.693723544,6.994872308,6.646233275,7.079880173,7.237052179,6.553767766,7.796402132,8.082156014,8.534883959,7.258801187,6.589208831,7.282505972,8.119053915,1,1,0,2,1,1,61,35,1,3.583,1
4.074456885,7.419891614,6.848135485,6.393795379,6.391508531,6.920372693,7.389481051,4.234038299,7.455755255,7.433778554,8.57013428,7.479596168,6.399633248,6.876281221,7.99102148,1,0,1,2,1,1,64,18,0,10.583,0
4.07082599,8.146722952,7.967385991,5.893587648,6.787230576,7.34868374,6.425862234,6.34103526,7.953055332,8.75189369,8.353139124,7.584966725,6.80696711,6.59766708,7.188259917,1,1,0,2,1,1,76,45,1,1.083,1
4.335516562,7.6011038,6.220874958,4.315987796,6.080362652,7.059160666,7.39949974,6.257943826,7.69611214,7.913277871,7.849547041,7.496844409,6.49800682,7.161811761,7.192670346,1,1,0,3,0,0,75,18,0,2.667,0
4.045876072,7.746375092,7.533610818,6.479580105,6.707314113,7.214562359,7.82647911,6.452849699,7.620580476,8.524931059,8.742293134,7.895187907,6.593955085,6.670669933,7.723167733,1,1,0,2,0,0,57,32,1,2.75,1
3.770767123,5.467426439,6.016434037,6.727149546,5.763530703,7.49180691,6.454521413,5.406873061,7.428754662,8.24514735,7.992642142,7.471086546,5.716791362,7.027893533,8.180567219,1,1,0,2,1,1,58,21,0,10.417,0
